Epoch: 0 | Training Loss: 1409.470962 Training Accuracy: 14.859375 | Validation Loss: 236.059320 Validation Accuracy: 0.040238 
Epoch: 1 | Training Loss: 941.666482 Training Accuracy: 21.265625 | Validation Loss: 233.050228 Validation Accuracy: 0.050194 
Epoch: 2 | Training Loss: 929.452987 Training Accuracy: 25.984375 | Validation Loss: 232.139311 Validation Accuracy: 0.062500 
Epoch: 3 | Training Loss: 916.620990 Training Accuracy: 31.203125 | Validation Loss: 229.822404 Validation Accuracy: 0.061947 
Epoch: 4 | Training Loss: 902.930448 Training Accuracy: 35.796875 | Validation Loss: 230.547739 Validation Accuracy: 0.061394 
Epoch: 5 | Training Loss: 885.568169 Training Accuracy: 41.703125 | Validation Loss: 234.133124 Validation Accuracy: 0.061256 
Epoch: 6 | Training Loss: 865.357854 Training Accuracy: 48.500000 | Validation Loss: 235.317236 Validation Accuracy: 0.060149 
Epoch: 7 | Training Loss: 834.676231 Training Accuracy: 55.671875 | Validation Loss: 236.510595 Validation Accuracy: 0.056554 
Epoch: 8 | Training Loss: 801.810910 Training Accuracy: 66.218750 | Validation Loss: 243.423465 Validation Accuracy: 0.051991 
Epoch: 9 | Training Loss: 758.655559 Training Accuracy: 77.515625 | Validation Loss: 251.698838 Validation Accuracy: 0.047843 
Epoch: 10 | Training Loss: 715.952987 Training Accuracy: 88.640625 | Validation Loss: 262.094960 Validation Accuracy: 0.040100 
Epoch: 11 | Training Loss: 674.450636 Training Accuracy: 101.296875 | Validation Loss: 262.794593 Validation Accuracy: 0.044110 
Epoch: 12 | Training Loss: 634.919248 Training Accuracy: 111.781250 | Validation Loss: 274.227530 Validation Accuracy: 0.036228 
Epoch: 13 | Training Loss: 599.487486 Training Accuracy: 121.203125 | Validation Loss: 277.193083 Validation Accuracy: 0.037472 
Epoch: 14 | Training Loss: 575.213565 Training Accuracy: 127.015625 | Validation Loss: 287.780282 Validation Accuracy: 0.030697 
Epoch: 15 | Training Loss: 555.538993 Training Accuracy: 129.406250 | Validation Loss: 287.875519 Validation Accuracy: 0.030282 
Epoch: 16 | Training Loss: 537.248617 Training Accuracy: 132.750000 | Validation Loss: 302.848106 Validation Accuracy: 0.034983 
Epoch: 17 | Training Loss: 520.985965 Training Accuracy: 133.906250 | Validation Loss: 299.515314 Validation Accuracy: 0.030559 
Epoch: 18 | Training Loss: 508.809700 Training Accuracy: 134.562500 | Validation Loss: 299.797981 Validation Accuracy: 0.032909 
Epoch: 19 | Training Loss: 499.341538 Training Accuracy: 135.640625 | Validation Loss: 307.318411 Validation Accuracy: 0.032080 
Epoch: 20 | Training Loss: 486.866980 Training Accuracy: 136.296875 | Validation Loss: 308.410502 Validation Accuracy: 0.034845 
Epoch: 21 | Training Loss: 479.831824 Training Accuracy: 136.640625 | Validation Loss: 320.194898 Validation Accuracy: 0.032909 
Epoch: 22 | Training Loss: 471.091192 Training Accuracy: 137.640625 | Validation Loss: 321.816856 Validation Accuracy: 0.031941 
Epoch: 23 | Training Loss: 465.768944 Training Accuracy: 136.187500 | Validation Loss: 332.089947 Validation Accuracy: 0.031665 
Epoch: 24 | Training Loss: 456.649993 Training Accuracy: 135.609375 | Validation Loss: 332.223175 Validation Accuracy: 0.031250 
Epoch: 25 | Training Loss: 449.768771 Training Accuracy: 138.515625 | Validation Loss: 337.342609 Validation Accuracy: 0.033877 
Epoch: 26 | Training Loss: 444.229535 Training Accuracy: 137.593750 | Validation Loss: 344.001659 Validation Accuracy: 0.033186 
Epoch: 27 | Training Loss: 438.833725 Training Accuracy: 137.031250 | Validation Loss: 334.255531 Validation Accuracy: 0.032218 
Epoch: 28 | Training Loss: 434.720064 Training Accuracy: 137.640625 | Validation Loss: 355.569103 Validation Accuracy: 0.030559 
Epoch: 29 | Training Loss: 428.114422 Training Accuracy: 137.968750 | Validation Loss: 350.520879 Validation Accuracy: 0.032218 
Epoch: 30 | Training Loss: 422.440162 Training Accuracy: 140.406250 | Validation Loss: 345.372822 Validation Accuracy: 0.030144 
Epoch: 31 | Training Loss: 419.860481 Training Accuracy: 138.078125 | Validation Loss: 353.151065 Validation Accuracy: 0.031388 
Epoch: 32 | Training Loss: 413.242913 Training Accuracy: 138.796875 | Validation Loss: 369.029522 Validation Accuracy: 0.034292 
Epoch: 33 | Training Loss: 409.381983 Training Accuracy: 140.375000 | Validation Loss: 368.404936 Validation Accuracy: 0.028485 
Epoch: 34 | Training Loss: 406.079542 Training Accuracy: 139.375000 | Validation Loss: 394.546426 Validation Accuracy: 0.031388 
Epoch: 35 | Training Loss: 400.679757 Training Accuracy: 142.906250 | Validation Loss: 393.049295 Validation Accuracy: 0.030697 
Epoch: 36 | Training Loss: 400.217229 Training Accuracy: 140.640625 | Validation Loss: 388.913509 Validation Accuracy: 0.030006 
Epoch: 37 | Training Loss: 396.450774 Training Accuracy: 140.906250 | Validation Loss: 396.761822 Validation Accuracy: 0.032218 
Epoch: 38 | Training Loss: 391.682868 Training Accuracy: 141.890625 | Validation Loss: 399.062051 Validation Accuracy: 0.029452 
Epoch: 39 | Training Loss: 388.711421 Training Accuracy: 143.328125 | Validation Loss: 414.236795 Validation Accuracy: 0.031527 
Epoch: 40 | Training Loss: 386.332170 Training Accuracy: 143.296875 | Validation Loss: 413.033462 Validation Accuracy: 0.029176 
Epoch: 41 | Training Loss: 383.470271 Training Accuracy: 143.640625 | Validation Loss: 409.252904 Validation Accuracy: 0.028208 
Epoch: 42 | Training Loss: 381.775857 Training Accuracy: 143.875000 | Validation Loss: 441.170838 Validation Accuracy: 0.030835 
Epoch: 43 | Training Loss: 378.912127 Training Accuracy: 144.703125 | Validation Loss: 439.689574 Validation Accuracy: 0.032633 
Epoch: 44 | Training Loss: 376.152344 Training Accuracy: 145.187500 | Validation Loss: 423.170976 Validation Accuracy: 0.030282 
Epoch: 45 | Training Loss: 373.365425 Training Accuracy: 146.781250 | Validation Loss: 448.888689 Validation Accuracy: 0.031665 
Epoch: 46 | Training Loss: 371.281457 Training Accuracy: 146.734375 | Validation Loss: 450.054895 Validation Accuracy: 0.030973 
Epoch: 47 | Training Loss: 368.196834 Training Accuracy: 145.890625 | Validation Loss: 442.561567 Validation Accuracy: 0.029729 
Epoch: 48 | Training Loss: 369.159188 Training Accuracy: 148.796875 | Validation Loss: 450.922981 Validation Accuracy: 0.030697 
